grain_id,label_id,area
17841,3,48400.000
9789,2,871200.000
12132,2,484000.000
5517,2,2855600.000
10254,2,774400.000
5018,2,3339600.000
6778,2,1984400.000
17842,3,48400.000
3303,2,5953200.000
3453,1,5662800.000
4402,2,4017200.000
10255,2,774400.000
417,1,48593600.000
210,2,92540800.000
17843,3,48400.000
10532,2,726000.000
10256,2,774400.000
17844,3,48400.000
15897,3,145200.000
10032,2,822800.000
8733,2,1161600.000
5874,2,2565200.000
2931,2,6921200.000
11113,2,629200.000
15898,3,145200.000
12133,2,484000.000
3977,2,4694800.000
3553,1,5469200.000
17845,3,48400.000
2799,2,7308400.000
3419,2,5711200.000
15899,3,145200.000
16758,3,96800.000
181,2,102366000.000
1800,2,11809600.000
2386,2,8857200.000
4940,2,3436400.000
254,1,80392400.000
5640,2,2758800.000
15144,3,193600.000
2771,1,7405200.000
4403,2,4017200.000
4442,1,3968800.000
4485,2,3920400.000
15900,3,145200.000
16759,3,96800.000
15901,3,145200.000
15145,3,193600.000
5572,2,2807200.000
6958,2,1887600.000
7541,2,1597200.000
7542,2,1597200.000
13359,3,338800.000
2474,1,8518400.000
9069,2,1064800.000
6016,2,2468400.000
2280,2,9292800.000
3912,2,4791600.000
7437,2,1645600.000
10533,2,726000.000
13360,3,338800.000
7902,2,1452000.000
17846,3,48400.000
2150,1,9825200.000
5875,2,2565200.000
11454,2,580800.000
7438,2,1645600.000
16760,3,96800.000
15146,3,193600.000
17847,3,48400.000
1007,2,21150800.000
3321,2,5904800.000
11799,2,532400.000
481,1,42253200.000
8035,2,1403600.000
44,2,393927600.000
729,2,29717600.000
1890,2,11277200.000
1453,1,14665200.000
10534,2,726000.000
2399,2,8808800.000
7439,2,1645600.000
11114,2,629200.000
7049,2,1839200.000
5408,2,2952400.000
7648,2,1548800.000
4978,2,3388000.000
17848,3,48400.000
8734,2,1161600.000
15902,3,145200.000
14477,3,242000.000
596,2,35525600.000
10535,2,726000.000
17849,3,48400.000
12134,2,484000.000
11115,2,629200.000
2530,2,8324800.000
86,1,199940400.000
6779,2,1984400.000
2431,2,8663600.000
992,1,21441200.000
11455,2,580800.000
15147,3,193600.000
17850,3,48400.000
51,1,315229200.000
8432,2,1258400.000
4848,2,3533200.000
17851,3,48400.000
8735,2,1161600.000
10257,1,774400.000
9070,2,1064800.000
2341,2,9050800.000
8573,2,1210000.000
10258,2,774400.000
10536,2,726000.000
11456,2,580800.000
15903,3,145200.000
6780,2,1984400.000
8900,2,1113200.000
10537,2,726000.000
15148,3,193600.000
1849,2,11519200.000
2432,2,8663600.000
8433,2,1258400.000
273,2,73326000.000
13905,3,290400.000
17852,3,48400.000
16761,3,96800.000
17853,3,48400.000
2183,2,9680000.000
4849,2,3533200.000
2270,2,9341200.000
6877,2,1936000.000
7543,2,1597200.000
2376,2,8905600.000
609,2,34412400.000
6376,1,2226400.000
4800,2,3581600.000
7544,2,1597200.000
13361,3,338800.000
7762,2,1500400.000
17854,3,48400.000
11457,2,580800.000
1150,2,18488800.000
621,2,34025200.000
2499,2,8421600.000
228,2,87652400.000
2500,2,8421600.000
7649,2,1548800.000
12508,3,435600.000
16762,3,96800.000
15904,3,145200.000
3944,2,4743200.000
2871,2,7066400.000
3420,2,5711200.000
9422,2,968000.000
7545,2,1597200.000
9608,2,919600.000
17855,3,48400.000
15905,3,145200.000
14478,3,242000.000
103,1,155460800.000
175,2,104447200.000
1672,1,12777600.000
582,2,36348400.000
4715,2,3678400.000
8736,2,1161600.000
9790,2,871200.000
12908,3,387200.000
15149,3,193600.000
14479,3,242000.000
17856,3,48400.000
16763,3,96800.000
11458,1,580800.000
5253,2,3097600.000
16764,3,96800.000
16765,3,96800.000
17857,3,48400.000
12909,3,387200.000
17858,3,48400.000
16766,3,96800.000
4941,2,3436400.000
8434,2,1258400.000
4524,2,3872000.000
13906,3,290400.000
17859,3,48400.000
2271,2,9341200.000
2743,2,7502000.000
12135,2,484000.000
17860,3,48400.000
17861,3,48400.000
3369,2,5808000.000
5573,1,2807200.000
6230,2,2323200.000
15150,3,193600.000
100,1,158752000.000
1564,2,13600400.000
5299,2,3049200.000
12136,2,484000.000
4249,2,4259200.000
2583,2,8082800.000
5357,2,3000800.000
4761,2,3630000.000
2932,2,6921200.000
8574,2,1210000.000
1534,2,13890800.000
1080,2,19795600.000
12910,3,387200.000
2905,2,6969600.000
7140,2,1790800.000
7546,2,1597200.000
1659,1,12826000.000
17862,3,48400.000
4653,2,3726800.000
10538,2,726000.000
17863,3,48400.000
16767,3,96800.000
423,2,48303200.000
3011,2,6679200.000
6781,2,1984400.000
7650,2,1548800.000
16768,3,96800.000
16769,3,96800.000
15906,3,145200.000
13907,3,290400.000
676,2,31556800.000
3554,2,5469200.000
11459,2,580800.000
13908,3,290400.000
9423,2,968000.000
8291,2,1306800.000
11460,2,580800.000
11800,2,532400.000
10259,2,774400.000
17864,3,48400.000
8160,2,1355200.000
4654,2,3726800.000
11116,2,629200.000
13362,3,338800.000
8737,2,1161600.000
17865,3,48400.000
17866,3,48400.000
2281,2,9292800.000
803,2,26716800.000
1801,2,11809600.000
176,2,104302000.000
3776,2,5033600.000
14480,3,242000.000
17867,3,48400.000
17868,3,48400.000
588,1,36106400.000
1482,2,14326400.000
2342,2,9050800.000
2642,2,7889200.000
11461,2,580800.000
11462,2,580800.000
15151,3,193600.000
9242,2,1016400.000
3749,2,5082000.000
3095,1,6485600.000
3625,2,5324000.000
1642,2,12922800.000
16770,3,96800.000
1425,2,14907200.000
5464,2,2904000.000
8036,2,1403600.000
1094,1,19456800.000
17869,3,48400.000
17870,3,48400.000
325,1,60935600.000
1467,2,14520000.000
4149,2,4404400.000
9071,2,1064800.000
13363,3,338800.000
5876,2,2565200.000
7225,2,1742400.000
4443,2,3968800.000
13909,3,290400.000
15152,3,193600.000
7763,2,1500400.000
8,2,2173934400.000
2058,1,10260800.000
4655,2,3726800.000
7903,2,1452000.000
54,1,285995600.000
6231,2,2323200.000
15907,3,145200.000
4656,2,3726800.000
3703,2,5178800.000
6699,2,2032800.000
9791,2,871200.000
3163,1,6292000.000
5574,2,2807200.000
17871,3,48400.000
3140,2,6340400.000
8575,2,1210000.000
6959,2,1887600.000
1936,1,10986800.000
9609,2,919600.000
15908,3,145200.000
15153,3,193600.000
8576,2,1210000.000
2676,2,7744000.000
5820,2,2613600.000
8901,1,1113200.000
4120,2,4452800.000
363,1,55369600.000
6619,1,2081200.000
4657,1,3726800.000
15154,3,193600.000
4305,2,4162400.000
3626,2,5324000.000
4275,2,4210800.000
1163,1,18295200.000
16771,3,96800.000
3501,2,5566000.000
14481,3,242000.000
6459,2,2178000.000
13364,3,338800.000
17872,3,48400.000
1370,2,15584800.000
2978,2,6776000.000
3012,2,6679200.000
6460,2,2178000.000
15909,3,145200.000
14482,3,242000.000
4035,2,4598000.000
17873,3,48400.000
17874,3,48400.000
1338,2,15923600.000
236,2,85619600.000
17875,3,48400.000
17876,3,48400.000
12911,3,387200.000
14483,3,242000.000
1400,2,15294400.000
17877,3,48400.000
63,2,262715200.000
1881,1,11325600.000
2661,2,7792400.000
3110,2,6437200.000
5941,2,2516800.000
5465,2,2904000.000
10539,2,726000.000
10260,2,774400.000
7440,2,1645600.000
6700,2,2032800.000
4568,2,3823600.000
15155,3,193600.000
12137,2,484000.000
13365,3,338800.000
16772,3,96800.000
15910,3,145200.000
17878,3,48400.000
2622,2,7937600.000
850,1,25168000.000
3344,2,5856400.000
7226,2,1742400.000
10261,2,774400.000
14484,3,242000.000
14485,3,242000.000
10033,2,822800.000
16773,3,96800.000
1506,2,14132800.000
3478,2,5614400.000
1705,2,12535600.000
2151,2,9825200.000
9610,2,919600.000
14486,3,242000.000
8435,2,1258400.000
140,2,126711200.000
17879,3,48400.000
17880,3,48400.000
3479,2,5614400.000
11801,2,532400.000
6620,2,2081200.000
13366,3,338800.000
7050,2,1839200.000
10822,2,677600.000
15911,3,145200.000
17881,3,48400.000
16774,3,96800.000
9424,2,968000.000
837,2,25748800.000
6782,2,1984400.000
11802,2,532400.000
11463,2,580800.000
14487,3,242000.000
4036,2,4598000.000
12509,3,435600.000
12912,3,387200.000
11464,2,580800.000
12510,3,435600.000
15912,3,145200.000
17882,3,48400.000
15156,3,193600.000
16775,3,96800.000
13910,3,290400.000
3074,1,6534000.000
5821,2,2613600.000
5153,2,3194400.000
1715,2,12438800.000
8436,2,1258400.000
1643,1,12922800.000
17883,3,48400.000
3704,1,5178800.000
11803,2,532400.000
15913,3,145200.000
17884,3,48400.000
17885,3,48400.000
16776,3,96800.000
2047,1,10309200.000
3111,2,6437200.000
2152,2,9825200.000
2102,2,10067200.000
981,2,21828400.000
274,2,72842000.000
3627,2,5324000.000
17886,3,48400.000
15914,3,145200.000
14488,3,242000.000
8738,2,1161600.000
2218,2,9534800.000
12913,3,387200.000
10262,2,774400.000
17887,3,48400.000
8437,2,1258400.000
17888,3,48400.000
17889,3,48400.000
17890,3,48400.000
15157,3,193600.000
17891,3,48400.000
3913,1,4791600.000
4801,2,3581600.000
5466,2,2904000.000
4037,2,4598000.000
8739,2,1161600.000
2560,1,8179600.000
4802,2,3581600.000
8161,2,1355200.000
7651,2,1548800.000
14489,3,242000.000
17892,3,48400.000
15915,3,145200.000
16777,3,96800.000
17893,3,48400.000
17894,3,48400.000
17895,3,48400.000
7227,2,1742400.000
12914,3,387200.000
14490,3,242000.000
17896,3,48400.000
17897,3,48400.000
1321,2,16117200.000
795,2,26958800.000
11804,2,532400.000
765,2,28362400.000
8902,2,1113200.000
13367,3,338800.000
15916,3,145200.000
14491,3,242000.000
17898,3,48400.000
2963,1,6824400.000
786,1,27394400.000
8037,2,1403600.000
602,2,35138400.000
8162,2,1355200.000
10263,2,774400.000
11805,2,532400.000
11465,2,580800.000
12138,3,484000.000
16778,3,96800.000
456,2,44673200.000
684,2,31169600.000
692,2,30879200.000
1896,2,11228800.000
4009,2,4646400.000
4121,2,4452800.000
5254,2,3097600.000
12915,3,387200.000
10264,2,774400.000
4306,1,4162400.000
11806,2,532400.000
17899,3,48400.000
16779,3,96800.000
17900,3,48400.000
12916,3,387200.000
17901,3,48400.000
16780,3,96800.000
17902,3,48400.000
17903,3,48400.000
17904,3,48400.000
16781,3,96800.000
344,2,57983200.000
214,2,91524400.000
1131,2,18779200.000
4250,2,4259200.000
15158,3,193600.000
3555,2,5469200.000
13911,3,290400.000
13912,3,290400.000
16782,3,96800.000
16783,3,96800.000
3203,2,6195200.000
11807,2,532400.000
17905,3,48400.000
16784,3,96800.000
17906,3,48400.000
11808,2,532400.000
17907,3,48400.000
673,2,31702000.000
1339,2,15923600.000
1173,2,18198400.000
2906,2,6969600.000
4010,2,4646400.000
4658,2,3726800.000
13913,3,290400.000
15159,3,193600.000
15917,3,145200.000
5641,2,2758800.000
12917,3,387200.000
37,2,459219200.000
17908,3,48400.000
13368,3,338800.000
17909,3,48400.000
13914,3,290400.000
13369,3,338800.000
1284,2,16698000.000
2071,2,10212400.000
972,1,22022000.000
1019,2,20908800.000
4371,2,4065600.000
3385,2,5759600.000
15918,3,145200.000
13915,3,290400.000
13370,3,338800.000
17910,3,48400.000
448,2,45302400.000
17911,3,48400.000
7547,2,1597200.000
16785,3,96800.000
17912,3,48400.000
17913,3,48400.000
9425,2,968000.000
13371,3,338800.000
12139,3,484000.000
11117,2,629200.000
17914,3,48400.000
16786,3,96800.000
17915,3,48400.000
13916,3,290400.000
12140,3,484000.000
14492,3,242000.000
9792,2,871200.000
2907,2,6969600.000
3075,2,6534000.000
2282,2,9292800.000
5019,2,3339600.000
6232,2,2323200.000
10823,2,677600.000
9072,2,1064800.000
15160,3,193600.000
15919,3,145200.000
17916,3,48400.000
9426,2,968000.000
17917,3,48400.000
6538,2,2129600.000
3013,1,6679200.000
1726,2,12342000.000
3164,2,6292000.000
1104,2,19311600.000
6539,2,2129600.000
12918,3,387200.000
6233,2,2323200.000
951,2,22409200.000
13917,3,290400.000
11118,2,629200.000
12141,2,484000.000
16787,3,96800.000
16788,3,96800.000
17918,3,48400.000
17919,3,48400.000
16789,3,96800.000
302,2,65243200.000
2772,2,7405200.000
1609,2,13164800.000
3014,2,6679200.000
4525,2,3872000.000
9427,2,968000.000
8038,2,1403600.000
5255,1,3097600.000
10540,1,726000.000
9243,2,1016400.000
8740,2,1161600.000
13372,3,338800.000
13918,3,290400.000
1043,1,20424800.000
1601,2,13261600.000
1946,2,10938400.000
7314,2,1694000.000
6783,2,1984400.000
1741,2,12245200.000
4276,2,4210800.000
10541,2,726000.000
7904,2,1452000.000
16790,3,96800.000
15920,3,145200.000
10824,2,677600.000
2305,2,9196000.000
12919,3,387200.000
612,2,34364000.000
1326,2,16020400.000
2872,2,7066400.000
4569,2,3823600.000
4716,2,3678400.000
7441,2,1645600.000
7905,2,1452000.000
8039,2,1403600.000
16791,3,96800.000
11809,3,532400.000
12142,2,484000.000
17920,3,48400.000
878,2,24393600.000
7141,2,1790800.000
121,2,142876800.000
17921,3,48400.000
16792,3,96800.000
17922,3,48400.000
591,2,35816000.000
2242,2,9438000.000
2219,2,9534800.000
3015,2,6679200.000
8741,2,1161600.000
7548,2,1597200.000
1870,2,11374000.000
9244,2,1016400.000
5068,2,3291200.000
1897,1,11228800.000
17923,3,48400.000
15921,3,145200.000
15922,3,145200.000
418,1,48593600.000
912,1,23522400.000
4277,2,4210800.000
7228,2,1742400.000
1660,2,12826000.000
11810,2,532400.000
9611,2,919600.000
13373,3,338800.000
7764,2,1500400.000
14493,3,242000.000
345,2,57886400.000
2400,1,8808800.000
2272,2,9341200.000
1214,2,17569200.000
1023,2,20812000.000
4526,2,3872000.000
10542,2,726000.000
12511,3,435600.000
9428,2,968000.000
7906,2,1452000.000
11466,1,580800.000
15923,3,145200.000
12512,3,435600.000
10543,2,726000.000
16793,3,96800.000
1119,2,18972800.000
2542,2,8276400.000
10034,2,822800.000
10544,2,726000.000
3800,2,4985200.000
10035,2,822800.000
13919,3,290400.000
17924,3,48400.000
6377,2,2226400.000
16794,3,96800.000
168,1,111610400.000
3076,1,6534000.000
3681,2,5227200.000
8292,2,1306800.000
17925,3,48400.000
8577,2,1210000.000
9793,2,871200.000
13374,3,338800.000
7229,2,1742400.000
5154,2,3194400.000
5358,2,3000800.000
4850,2,3533200.000
9245,2,1016400.000
9246,2,1016400.000
14494,3,242000.000
12143,2,484000.000
14495,3,242000.000
17926,3,48400.000
16795,3,96800.000
